Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208,Good,25.310000000000002,0.9166666666666666,18807.36
26.3,54.1,0.9,10.3,25.1,4.5,0.95,10.1,316,Good,8.92,0.08737864077669903,13193.000000000002
22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346,Moderate,25.52,0.6231884057971014,32641.639999999996
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,Good,20.35,0.7375886524822696,15788.25
27.7,51.3,0.5,22.9,29.1,14.0,1.68,3.8,470,Poor,14.290000000000001,0.02183406113537118,32044.600000000002
30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,Moderate,23.28,0.7770700636942675,32391.9
23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,Good,18.200000000000003,0.8109452736318408,34923.51
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304,Moderate,33.92,0.9830508474576273,34218.240000000005
23.2,67.0,8.1,14.5,12.4,3.8,0.89,10.5,222,Good,10.450000000000001,0.5586206896551724,8811.18
37.0,78.3,12.0,24.3,23.7,6.1,1.7,7.6,485,Moderate,17.439999999999998,0.49382716049382713,32883.0
31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265,Moderate,20.26,0.588477366255144,21952.6
39.4,101.1,16.6,36.8,49.8,30.4,2.01,3.6,789,Hazardous,30.68,0.4510869565217392,106996.29
22.3,54.1,4.3,10.3,12.7,4.5,1.02,10.4,275,Good,7.800000000000001,0.4174757281553398,9025.5
37.3,76.1,7.9,18.8,39.5,11.9,2.27,3.5,434,Poor,17.890000000000004,0.42021276595744683,34880.579999999994
24.2,83.2,19.6,29.1,22.4,1.7,1.37,6.0,384,Moderate,21.220000000000002,0.6735395189003437,28481.280000000006
32.7,74.9,21.4,22.4,18.0,12.0,1.57,5.7,586,Moderate,20.080000000000002,0.9553571428571429,44166.81999999999
25.9,46.2,0.4,5.5,21.7,8.7,0.95,10.8,299,Good,7.0200000000000005,0.07272727272727274,11137.75
21.5,69.6,0.3,4.7,10.0,4.9,0.96,14.2,388,Good,4.02,0.06382978723404255,8093.679999999999
29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,Moderate,7.9,0.009174311926605505,13306.65
18.5,71.0,13.2,20.4,19.4,5.2,0.89,12.0,550,Good,15.799999999999997,0.6470588235294118,32499.499999999996
36.8,73.6,36.0,51.2,24.5,11.2,1.53,6.0,630,Moderate,35.779999999999994,0.703125,78390.90000000001
21.4,55.3,3.3,5.0,13.3,0.9,1.28,10.1,609,Good,5.57,0.6599999999999999,14482.02
28.7,65.0,12.0,18.3,27.3,6.2,0.99,10.3,331,Good,16.37,0.6557377049180327,21445.489999999998
40.0,68.1,31.6,45.7,38.1,14.4,2.17,4.0,596,Poor,35.41,0.6914660831509847,78654.12
24.4,45.9,25.0,30.5,22.8,3.1,0.97,11.5,524,Good,24.02,0.819672131147541,43161.880000000005
45.3,73.7,53.2,84.6,47.8,28.0,2.45,2.8,480,Hazardous,59.019999999999996,0.628841607565012,103704.0
29.7,55.6,28.0,45.2,24.5,7.9,1.25,5.9,471,Moderate,30.450000000000003,0.6194690265486725,50326.350000000006
30.1,70.5,39.7,53.0,24.8,8.3,1.34,5.9,683,Moderate,37.57,0.749056603773585,86836.62
23.0,76.7,4.3,12.0,18.3,0.7,1.07,12.9,270,Good,9.05,0.35833333333333334,9819.9
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate,12.89,0.2909090909090909,17319.26
29.9,78.9,11.6,26.1,17.5,5.3,1.49,6.6,533,Moderate,16.5,0.4444444444444444,33040.67
18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259,Good,14.23,0.5320512820512822,15426.04
21.2,72.7,13.9,21.1,23.4,5.1,0.87,11.7,207,Good,17.080000000000002,0.6587677725118483,13324.59
21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,Moderate,33.24,1.0193370165745854,69895.98
31.4,93.4,11.6,27.1,19.2,16.0,1.77,8.7,383,Moderate,18.21,0.4280442804428044,28981.61
31.2,75.5,30.5,37.8,32.7,8.6,1.79,6.0,608,Moderate,30.939999999999998,0.806878306878307,67725.12
33.8,67.8,5.3,6.6,21.4,9.9,1.24,7.5,376,Moderate,9.37,0.8030303030303031,16709.44
40.9,62.4,19.0,36.7,36.1,20.9,2.3,8.1,518,Poor,27.919999999999998,0.5177111716621253,59569.99999999999
29.4,63.7,79.7,93.1,26.2,12.2,1.56,5.4,326,Moderate,66.27,0.8560687432867885,69359.76
45.8,96.4,0.4,10.0,34.1,11.9,1.9,11.6,374,Poor,11.17,0.04,21804.2
25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317,Good,10.07,0.485981308411215,13529.56
27.4,64.7,23.9,32.4,12.8,1.9,1.08,17.2,403,Good,22.030000000000005,0.7376543209876543,29048.239999999998
24.4,69.9,24.1,30.0,19.4,10.2,1.72,11.3,581,Moderate,23.54,0.8033333333333333,49629.01999999999
29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438,Poor,16.080000000000002,0.6861313868613139,29911.020000000004
29.6,46.4,14.2,16.9,11.8,6.5,1.0,11.8,382,Good,13.76,0.8402366863905326,19252.799999999996
23.4,53.5,4.9,10.5,17.5,6.3,0.91,15.5,501,Good,9.24,0.4666666666666667,20095.11
25.8,42.2,2.2,3.9,15.2,9.0,0.99,13.8,543,Good,5.99,0.5641025641025642,16990.469999999998
22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525,Good,13.13,0.6291390728476821,27357.75
21.6,50.7,1.5,4.0,11.7,2.3,0.94,12.0,452,Good,4.369999999999999,0.375,9238.880000000001
30.1,86.2,18.7,27.7,33.4,9.3,1.57,5.0,479,Moderate,23.4,0.6750902527075813,43430.92999999999
19.7,48.0,20.5,25.1,18.2,6.9,1.13,10.5,604,Good,20.060000000000002,0.8167330677290836,43385.32
21.7,65.6,2.3,7.4,10.1,5.4,0.91,14.6,302,Good,5.7,0.31081081081081074,7885.22
40.6,77.6,18.1,46.7,35.9,13.8,1.96,4.5,434,Poor,29.81,0.3875802997858672,50543.64
29.5,69.6,11.8,18.2,28.9,6.7,0.94,11.7,363,Good,16.630000000000003,0.6483516483516484,24154.019999999997
28.7,54.7,17.7,25.2,39.7,9.8,2.44,4.4,522,Poor,23.560000000000002,0.7023809523809523,49506.48
26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500,Good,11.01,0.376,23904.999999999996
28.9,72.2,9.9,25.7,35.4,9.8,1.33,6.6,597,Moderate,19.73,0.3852140077821012,49031.61000000001
36.0,90.1,29.5,41.4,34.6,13.3,2.12,5.1,760,Poor,32.47,0.71256038647343,91899.20000000001
34.5,83.0,89.5,108.6,36.0,16.0,3.67,5.9,781,Hazardous,77.17999999999999,0.8241252302025783,198194.37
31.5,95.4,24.3,41.3,35.5,34.3,2.52,3.2,790,Hazardous,32.64,0.5883777239709443,108956.79999999999
37.9,80.9,76.2,106.7,40.9,9.0,2.11,5.9,737,Hazardous,71.57000000000001,0.7141518275538894,173128.67
39.9,69.7,1.8,10.6,27.1,18.0,2.29,6.9,660,Hazardous,11.120000000000001,0.169811320754717,39461.4
25.5,54.8,19.3,27.1,25.4,3.1,0.89,11.4,530,Good,21.24,0.7121771217712177,40168.700000000004
21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298,Good,13.320000000000002,0.64,15141.38
24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,Good,13.069999999999999,0.6871165644171778,24076.800000000003
31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,Moderate,17.12,0.565934065934066,28541.960000000003
44.5,81.7,85.6,107.6,34.2,34.9,2.45,7.5,682,Hazardous,76.85,0.7955390334572491,180559.5
33.9,63.5,55.1,78.8,41.8,18.9,1.99,3.6,454,Poor,55.93,0.6992385786802031,89251.86000000002
22.2,53.1,13.8,15.0,21.5,4.1,1.06,14.5,276,Good,14.73,0.92,15306.960000000001
28.5,74.7,9.4,16.7,17.5,9.1,1.06,11.2,304,Good,13.18,0.562874251497006,16343.04
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338,Good,10.780000000000001,0.5746268656716418,14381.900000000001
33.6,55.2,2.9,21.2,21.9,5.1,1.69,5.3,454,Moderate,12.409999999999998,0.13679245283018868,23966.659999999996
32.5,69.3,28.0,47.9,28.8,9.8,1.53,5.2,409,Moderate,32.31,0.5845511482254697,47456.270000000004
19.9,80.9,12.2,22.0,24.4,8.3,1.45,7.3,433,Moderate,17.189999999999998,0.5545454545454546,29595.550000000003
26.4,70.6,18.8,25.0,26.9,6.3,1.0,16.1,500,Good,21.029999999999998,0.752,39000.0
30.3,77.1,1.9,11.7,32.0,16.4,1.99,9.9,618,Moderate,12.31,0.1623931623931624,39545.82
35.1,51.8,4.7,14.9,14.8,10.5,1.25,6.8,352,Moderate,10.360000000000001,0.31543624161073824,16244.800000000003
25.5,68.9,2.9,16.0,38.3,2.3,1.61,10.9,357,Moderate,13.850000000000001,0.18125,21816.27
31.8,71.4,18.6,32.0,18.7,13.9,1.3,5.5,483,Moderate,22.17,0.58125,40813.5
21.1,55.8,28.7,42.8,23.6,6.0,1.52,7.5,424,Moderate,29.64,0.6705607476635514,43510.88
23.7,72.0,2.3,12.5,16.3,11.3,1.52,6.1,607,Moderate,9.06,0.184,26659.440000000006
28.0,71.0,26.7,28.4,19.4,6.0,1.07,11.1,233,Good,23.68,0.9401408450704225,19005.809999999998
45.0,107.0,13.2,20.9,56.0,10.2,2.23,4.0,775,Hazardous,23.77,0.631578947368421,79460.75
22.7,78.2,7.4,7.5,19.8,5.2,0.86,10.2,255,Good,9.690000000000001,0.9866666666666667,10393.800000000001
46.0,90.9,11.0,30.8,26.2,15.0,1.78,5.6,736,Poor,20.380000000000003,0.35714285714285715,62398.08
24.2,41.3,1.1,6.0,12.3,7.8,1.16,10.4,601,Good,5.48,0.18333333333333335,17044.36
28.0,53.6,20.2,28.4,14.1,2.7,0.99,11.7,475,Good,19.69,0.7112676056338029,31535.249999999993
27.9,70.5,2.0,6.6,17.7,3.2,0.94,11.0,554,Good,6.640000000000001,0.30303030303030304,16863.760000000002
26.7,42.5,20.0,24.9,22.1,8.4,0.95,15.0,309,Good,20.73,0.8032128514056225,23592.15
34.1,79.9,42.9,48.9,41.9,20.4,2.03,4.8,515,Poor,42.25,0.8773006134969326,80406.95
30.1,78.4,6.5,24.9,28.8,6.6,1.98,7.0,569,Poor,16.49,0.26104417670682734,39135.82
20.9,68.0,3.3,8.8,21.9,4.1,1.08,10.5,538,Good,8.75,0.37499999999999994,21078.84
21.4,77.6,7.7,11.2,25.2,5.0,0.94,12.6,547,Good,11.98,0.6875000000000001,27371.879999999997
26.5,68.0,20.7,28.1,14.2,2.4,0.9,13.3,248,Good,19.79,0.7366548042704626,16442.399999999998
27.8,69.2,2.7,7.9,24.8,2.1,1.22,10.2,401,Good,8.620000000000001,0.34177215189873417,15526.72
43.6,112.5,47.7,69.6,40.8,21.6,2.64,3.2,805,Hazardous,50.28,0.685344827586207,146783.69999999998
29.2,64.3,46.3,51.0,26.7,9.8,1.5,6.1,623,Moderate,40.13999999999999,0.907843137254902,84291.9
23.7,66.3,11.8,14.4,12.2,1.9,0.79,12.0,248,Good,11.67,0.8194444444444444,10190.32
19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639,Moderate,24.440000000000005,0.7515723270440251,56551.5
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243,Good,24.810000000000002,0.8567164179104477,19755.899999999998
35.8,69.7,9.8,14.4,22.5,10.5,1.1,5.3,396,Moderate,13.790000000000001,0.6805555555555556,23086.800000000003
25.5,77.9,6.9,11.4,19.5,9.3,1.09,11.7,254,Good,11.01,0.6052631578947368,12240.260000000002
41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359,Poor,18.39,0.20289855072463767,27879.94
22.6,55.6,7.4,8.0,22.4,4.0,1.1,10.8,330,Good,10.24,0.925,14157.0
20.1,54.3,10.1,12.2,27.1,0.6,1.12,10.1,474,Good,13.180000000000001,0.8278688524590164,24230.879999999997
26.5,67.6,1.8,9.2,26.5,4.9,1.09,12.3,418,Good,9.270000000000001,0.1956521739130435,18178.82
27.2,59.1,3.7,5.2,15.0,5.2,1.03,11.0,285,Good,6.5600000000000005,0.7115384615384616,8587.050000000001
45.7,76.3,1.1,20.8,23.8,28.2,2.44,3.7,761,Hazardous,14.260000000000002,0.052884615384615384,58094.740000000005
41.8,72.4,19.3,37.6,36.1,12.2,2.11,3.6,617,Hazardous,27.439999999999998,0.5132978723404256,66210.27
26.7,77.9,24.2,26.6,21.2,4.9,1.13,10.8,352,Good,22.389999999999997,0.9097744360902255,27466.559999999994
22.9,57.2,66.5,80.9,25.4,6.9,1.53,5.3,682,Moderate,56.64,0.8220024721878862,123598.86000000002
28.1,87.7,39.2,53.4,39.1,10.3,1.86,5.2,669,Poor,40.550000000000004,0.7340823970037454,96242.34000000001
33.6,71.0,61.1,77.5,27.7,10.8,1.89,3.8,644,Poor,54.309999999999995,0.7883870967741936,115269.55999999998
25.4,56.8,5.7,8.2,15.6,4.2,1.01,12.0,375,Good,8.280000000000001,0.6951219512195123,13016.249999999998
24.5,40.6,0.5,4.1,25.4,4.2,1.02,11.7,494,Good,6.93,0.12195121951219513,17398.680000000004
34.7,74.0,22.5,23.7,40.4,17.1,2.49,5.2,523,Poor,25.9,0.949367088607595,55537.369999999995
23.0,50.9,19.3,20.7,21.4,6.9,1.0,12.6,454,Good,18.900000000000002,0.9323671497584541,31462.199999999997
24.3,79.5,9.8,12.6,26.5,5.7,1.01,12.5,280,Good,13.57,0.7777777777777779,15570.799999999997
43.3,69.3,6.6,19.3,34.3,11.3,1.99,4.3,500,Poor,16.419999999999998,0.34196891191709844,36745.0
29.6,68.9,1.9,7.6,26.5,4.1,1.5,9.9,398,Moderate,8.75,0.25,16556.8
36.9,69.8,55.4,62.3,37.2,21.0,2.04,3.8,414,Poor,50.38999999999999,0.8892455858747994,73667.15999999999
27.0,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good,27.98,0.7818181818181819,24409.03
30.7,54.4,1.5,8.9,21.6,11.2,1.73,5.6,565,Moderate,8.709999999999999,0.16853932584269662,25385.45
32.2,89.0,50.8,70.0,24.9,24.5,2.6,3.5,527,Poor,48.75,0.7257142857142856,91065.6
28.9,57.9,16.4,23.1,20.6,3.4,0.89,12.5,527,Good,17.95,0.7099567099567099,33933.53
42.9,71.5,30.4,49.9,39.1,18.6,3.22,4.4,715,Hazardous,36.81,0.6092184368737474,100972.3
28.6,67.6,3.2,5.0,18.6,3.3,0.92,16.4,355,Good,6.830000000000001,0.64,11012.1
32.2,70.0,47.7,52.4,38.0,4.6,1.64,6.7,402,Moderate,42.86,0.9103053435114504,58024.67999999999
22.6,56.6,34.2,48.3,23.4,7.8,1.8,8.3,630,Moderate,33.63,0.7080745341614908,72764.99999999999
29.0,65.3,3.5,6.1,8.5,2.5,1.13,14.1,319,Good,5.18,0.5737704918032788,6931.87
33.2,93.9,21.3,32.2,36.2,21.8,2.35,5.5,714,Poor,27.6,0.6614906832298136,81288.9
31.6,88.9,24.1,40.1,39.4,11.2,2.06,6.0,474,Poor,30.67,0.600997506234414,55391.64000000001
41.4,99.5,0.7,40.0,44.6,16.6,2.51,8.8,608,Hazardous,22.86,0.017499999999999998,63481.280000000006
27.6,78.0,19.2,29.8,35.6,15.0,1.45,6.2,387,Poor,25.24,0.6442953020134228,39106.35
29.2,54.5,15.8,18.0,12.2,6.4,1.15,13.2,498,Good,14.799999999999999,0.8777777777777778,26667.899999999994
44.4,70.0,13.0,26.5,36.2,9.2,1.89,2.7,685,Hazardous,21.310000000000002,0.49056603773584906,59451.15
25.7,63.6,11.8,21.3,31.8,10.9,1.62,7.0,492,Moderate,18.56,0.5539906103286385,38090.64
21.5,79.0,2.7,8.6,24.2,5.2,1.0,10.3,282,Good,9.02,0.3139534883720931,11759.400000000001
21.7,45.8,9.8,12.2,20.4,6.2,1.04,10.8,596,Good,12.280000000000001,0.8032786885245903,29585.439999999995
52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous,115.89,0.9465408805031447,171259.42
42.2,123.0,42.1,79.4,42.9,27.3,1.82,3.1,867,Hazardous,51.97,0.5302267002518891,167781.84
30.2,75.3,1.0,1.9,41.1,5.7,1.57,4.3,609,Poor,9.760000000000002,0.5263157894736842,31223.43
24.8,67.9,2.3,8.2,23.9,1.4,1.08,18.8,207,Good,8.3,0.2804878048780488,7634.159999999999
27.9,60.5,22.9,47.1,17.2,17.3,1.75,3.9,603,Poor,28.46,0.48619957537154984,64068.75
26.9,95.2,0.0,17.3,26.9,23.6,1.33,10.2,650,Moderate,12.93,0.0,44934.50000000001
45.0,76.7,15.8,21.9,45.2,24.1,2.91,11.0,808,Hazardous,24.34,0.7214611872146119,88807.28
29.7,61.6,1.5,10.0,21.0,5.4,1.17,13.4,541,Good,8.34,0.15,21136.87
24.8,58.5,10.3,18.9,32.3,11.3,1.36,5.0,471,Moderate,17.38,0.544973544973545,34929.36
38.2,84.1,28.5,35.4,20.9,12.9,1.55,6.0,697,Moderate,27.49,0.8050847457627119,69177.24999999999
43.6,88.4,24.6,37.1,37.1,24.5,2.81,7.4,626,Hazardous,30.840000000000003,0.6630727762803235,78944.86000000002
19.7,75.3,7.8,13.9,21.2,6.4,1.25,10.9,402,Good,12.170000000000002,0.5611510791366906,20321.1
27.3,78.1,8.6,7.8,13.8,5.6,1.06,11.0,447,Good,9.1,1.1025641025641026,16476.42
22.2,66.7,1.6,8.2,14.1,7.8,0.99,10.4,544,Good,6.7,0.19512195121951223,17783.36
34.1,60.8,71.1,91.7,37.5,17.4,2.12,4.1,458,Poor,65.19,0.7753544165757905,100677.56000000001
27.3,78.6,13.8,18.7,14.4,5.4,1.03,14.5,270,Good,14.55,0.7379679144385027,14399.1
28.1,73.2,31.1,41.5,18.8,12.8,1.23,5.1,423,Moderate,29.930000000000003,0.7493975903614458,44596.89
30.5,81.0,44.5,60.7,33.6,11.2,1.5,6.8,564,Moderate,43.85,0.7331136738056013,85446.0
23.8,73.6,36.9,42.2,28.3,5.7,1.07,15.3,555,Good,33.65,0.8744075829383885,63364.34999999999
29.3,39.1,1.6,8.9,17.7,2.7,1.1,15.9,530,Good,7.119999999999999,0.1797752808988764,16960.0
25.0,55.1,2.2,7.7,27.2,7.2,1.04,10.1,294,Good,9.350000000000001,0.28571428571428575,13329.96
24.3,78.7,13.3,20.4,23.6,3.8,0.92,11.1,348,Good,16.54,0.6519607843137256,21582.960000000003
31.1,60.2,14.1,25.3,18.4,8.7,1.69,5.0,629,Moderate,17.78,0.5573122529644269,42891.51
28.9,46.1,3.5,10.8,12.5,5.9,1.02,10.8,450,Good,7.73,0.32407407407407407,15174.000000000002
27.0,74.2,3.4,15.0,33.6,6.3,1.39,10.6,515,Moderate,13.210000000000003,0.22666666666666666,30740.35
23.7,56.0,1.4,11.1,26.0,9.9,1.2,7.1,331,Moderate,10.08,0.12612612612612611,16417.600000000002
19.5,63.2,9.9,15.1,15.0,4.9,0.97,10.5,389,Good,11.98,0.6556291390728477,17843.43
25.0,39.8,2.0,8.4,21.7,4.0,0.96,10.7,290,Good,8.06,0.23809523809523808,10747.400000000001
43.0,94.0,7.6,16.5,27.5,19.0,1.39,8.6,588,Poor,15.39,0.4606060606060606,42330.119999999995
27.5,59.5,30.0,38.9,18.5,9.8,1.15,13.7,356,Good,28.35,0.7712082262210798,35012.600000000006
22.7,69.5,15.6,15.6,27.8,7.3,1.84,7.2,483,Moderate,17.21,1.0,32911.62
28.0,83.3,6.0,4.5,34.1,4.6,1.65,5.8,475,Moderate,11.030000000000001,1.3333333333333333,24153.75
26.3,52.6,22.2,25.4,18.7,4.6,0.93,10.6,326,Good,20.700000000000003,0.8740157480314961,23416.579999999998
34.5,72.1,25.0,38.3,22.8,18.3,1.43,6.3,577,Moderate,27.879999999999995,0.6527415143603134,61063.909999999996
27.0,45.2,3.2,6.5,24.1,2.7,0.95,11.7,274,Good,8.32,0.49230769230769234,10261.300000000001
31.9,53.6,13.3,23.8,20.8,7.0,1.67,11.3,366,Moderate,17.32,0.5588235294117647,24364.620000000003
24.7,49.4,15.5,21.2,21.7,4.8,0.94,10.6,389,Good,17.38,0.7311320754716981,24950.46
24.3,45.0,21.7,24.7,20.9,8.3,0.86,12.5,388,Good,21.1,0.8785425101214575,29666.479999999996
20.3,78.3,8.4,11.9,22.8,7.2,1.1,15.4,342,Good,12.21,0.7058823529411765,17578.8
32.0,58.4,24.0,30.9,28.9,7.4,0.92,12.3,684,Moderate,25.39,0.7766990291262136,63010.079999999994
21.9,71.6,6.1,11.4,15.5,5.4,0.95,11.6,585,Good,9.5,0.5350877192982456,23019.75
36.3,67.9,4.8,18.0,24.6,18.9,2.13,8.1,588,Poor,14.13,0.26666666666666666,40236.840000000004
27.6,62.0,15.5,24.6,27.4,7.2,1.76,5.7,556,Moderate,19.78,0.6300813008130081,42511.76
30.9,66.2,17.4,20.8,12.5,4.9,0.93,11.4,459,Good,16.189999999999998,0.8365384615384615,25947.27
24.1,45.4,0.6,3.0,15.1,2.6,1.14,13.0,513,Good,4.42,0.19999999999999998,11511.720000000001
26.9,72.5,21.5,36.4,18.2,7.6,1.73,12.0,559,Moderate,23.92,0.5906593406593407,47755.37
38.1,106.3,28.0,58.2,36.8,24.8,2.19,4.6,494,Hazardous,38.5,0.4810996563573883,74095.06
26.8,44.5,5.1,8.1,23.4,4.4,1.12,11.0,401,Good,9.589999999999998,0.6296296296296297,16890.12
31.8,99.2,11.7,43.7,38.0,10.0,2.86,2.7,810,Hazardous,26.39,0.2677345537757437,86070.6
30.2,63.7,16.6,29.7,30.1,15.1,1.75,6.0,297,Moderate,23.080000000000002,0.5589225589225589,27695.25
27.3,67.3,6.5,11.2,24.8,10.7,2.19,5.0,389,Poor,11.990000000000002,0.5803571428571429,21546.71
41.6,100.7,156.7,166.2,38.7,24.5,1.96,2.8,888,Hazardous,122.72999999999999,0.9428399518652226,344597.27999999997
26.5,83.7,3.2,11.7,31.5,12.4,1.69,5.5,614,Moderate,12.33,0.27350427350427353,37140.85999999999
35.4,73.5,14.6,24.3,33.2,10.0,1.3,5.5,668,Moderate,20.77,0.6008230452674896,55711.2
29.5,69.1,21.9,45.5,31.7,22.7,1.99,5.3,553,Poor,31.02,0.4813186813186813,68455.87000000001
38.9,56.6,151.2,161.2,41.8,11.3,2.27,5.4,549,Poor,118.32999999999998,0.9379652605459057,201905.72999999998
29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356,Moderate,39.86,0.7671480144404332,49281.08
31.1,89.1,22.8,28.2,17.7,10.5,1.71,6.8,680,Moderate,22.169999999999998,0.8085106382978724,55018.799999999996
19.6,60.0,2.5,7.0,22.7,4.8,1.01,11.8,594,Good,8.120000000000001,0.35714285714285715,22577.94
26.2,46.9,2.0,6.4,18.1,4.2,1.19,11.6,299,Good,6.76,0.3125,9535.11
22.0,70.7,34.7,46.7,19.8,10.5,1.78,5.6,691,Moderate,32.9,0.7430406852248395,78414.68000000001
25.9,56.0,36.7,38.0,14.4,6.7,1.0,10.4,572,Good,29.630000000000003,0.9657894736842106,55369.600000000006
23.4,61.0,4.4,10.3,17.2,4.4,0.97,11.5,421,Good,8.73,0.4271844660194175,15690.669999999998
26.4,64.2,6.9,8.3,11.8,4.3,1.08,15.7,563,Good,8.040000000000001,0.8313253012048193,18229.940000000002
28.6,65.9,0.9,4.4,13.1,5.9,1.03,11.7,446,Good,4.890000000000001,0.20454545454545453,11297.18
28.9,67.7,39.3,52.7,22.6,12.4,2.15,4.1,550,Poor,37.290000000000006,0.7457305502846299,71032.5
24.2,69.5,6.0,9.9,9.9,4.7,0.97,10.5,461,Good,7.820000000000001,0.6060606060606061,14507.67
34.5,62.3,12.9,27.6,27.3,7.7,1.58,6.7,474,Moderate,19.669999999999998,0.46739130434782605,36535.92
46.7,65.7,102.5,122.1,43.7,6.9,1.9,3.9,556,Poor,87.05999999999999,0.8394758394758395,154067.59999999998
22.9,41.7,26.8,33.4,11.9,1.1,0.89,11.0,359,Good,23.23,0.8023952095808384,26598.31
24.3,62.5,1.1,9.6,20.8,7.0,1.08,10.9,567,Good,8.18,0.11458333333333334,22441.86
27.1,70.2,2.0,6.2,23.0,3.5,1.0,10.1,271,Good,7.61,0.3225806451612903,9674.7
33.0,79.3,57.4,78.2,34.4,25.3,2.58,3.4,692,Hazardous,55.830000000000005,0.7340153452685422,136932.96000000002
29.8,67.0,23.0,39.7,27.3,12.5,2.27,7.2,639,Poor,27.82,0.579345088161209,66948.03
40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor,36.28,0.7358870967741935,59075.63999999999
29.8,78.6,6.7,14.8,37.3,7.5,1.42,8.3,398,Moderate,15.330000000000002,0.4527027027027027,26952.56
25.4,42.8,5.2,11.8,23.2,7.3,0.99,11.7,504,Good,10.99,0.4406779661016949,24438.960000000003
24.3,59.5,10.7,15.9,20.8,5.1,0.97,11.8,538,Good,13.72,0.6729559748427673,28766.86
50.2,69.1,0.4,24.1,41.5,21.9,2.82,7.3,883,Hazardous,17.880000000000003,0.016597510373443983,80105.76
44.0,104.8,22.5,48.3,35.8,12.4,2.03,3.4,627,Hazardous,31.89,0.46583850931677023,75885.81
30.5,75.1,8.8,19.3,29.4,9.9,1.67,5.1,511,Moderate,16.18,0.45595854922279794,35294.770000000004
36.8,79.1,1.7,14.1,37.1,19.1,2.17,4.0,659,Poor,14.24,0.12056737588652482,48878.03
42.1,87.6,2.5,22.2,37.6,27.2,2.3,2.8,451,Hazardous,17.9,0.11261261261261261,41401.799999999996
27.2,71.9,13.7,22.7,27.1,5.5,1.1,11.2,513,Good,18.26,0.6035242290748899,35961.299999999996
38.5,88.0,11.7,28.5,25.2,20.0,1.3,4.3,693,Poor,20.27,0.4105263157894737,60083.1
24.3,58.9,24.2,32.1,18.7,4.9,1.09,13.6,265,Good,23.540000000000003,0.7538940809968847,21462.35
23.8,92.0,20.3,37.8,44.0,5.5,2.29,4.0,433,Poor,28.810000000000002,0.5370370370370371,47582.37
36.4,94.9,7.2,32.0,30.4,5.8,1.92,5.9,565,Poor,19.14,0.225,43685.8
27.6,69.4,2.9,9.9,12.4,2.0,0.97,13.2,375,Good,6.8100000000000005,0.29292929292929293,10563.75
27.6,79.6,55.7,66.7,33.7,19.3,1.79,8.9,539,Poor,50.96000000000001,0.8350824587706147,95505.41000000002
45.0,96.7,71.6,94.8,45.6,29.6,2.04,5.7,642,Hazardous,69.16,0.7552742616033755,156416.87999999998
28.3,65.8,7.3,9.8,23.3,3.6,1.03,13.0,563,Good,10.879999999999999,0.7448979591836734,25351.89
32.0,57.4,61.5,76.9,27.2,16.1,2.4,4.7,422,Poor,54.72,0.7997399219765929,77690.2
23.5,58.3,4.8,5.7,11.7,5.9,0.99,10.8,346,Good,6.56,0.8421052631578947,10065.14
29.4,60.0,51.9,65.0,33.7,9.1,1.48,8.6,641,Moderate,47.910000000000004,0.7984615384615384,103316.37999999999
26.6,74.9,9.6,13.4,21.3,9.3,1.13,10.5,327,Good,13.05,0.7164179104477612,17896.71
34.0,63.3,15.3,16.3,19.1,10.4,1.54,12.7,387,Moderate,15.870000000000001,0.9386503067484663,24241.68
33.2,109.8,94.1,111.7,46.6,7.4,3.24,3.9,853,Hazardous,81.21,0.8424350940017904,224373.12000000002
